readAttrs,readTs,entityId.entityType,entityId.id,latest.TIME_SERIES.pumpUtil.ts,latest.TIME_SERIES.pumpUtil.value,latest.TIME_SERIES.Variance7Day.ts,latest.TIME_SERIES.Variance7Day.value,latest.TIME_SERIES.BattVolt.ts,latest.TIME_SERIES.BattVolt.value,latest.TIME_SERIES.1178.ts,latest.TIME_SERIES.1178.value,latest.TIME_SERIES.gallons.ts,latest.TIME_SERIES.gallons.value,latest.TIME_SERIES.Gal1day.ts,latest.TIME_SERIES.Gal1day.value,latest.TIME_SERIES.targetA.ts,latest.TIME_SERIES.targetA.value,latest.TIME_SERIES.RadarStatus.ts,latest.TIME_SERIES.RadarStatus.value,latest.TIME_SERIES.9995.ts,latest.TIME_SERIES.9995.value,latest.TIME_SERIES.sensor_temp.ts,latest.TIME_SERIES.sensor_temp.value,latest.TIME_SERIES.1110.ts,latest.TIME_SERIES.1110.value,latest.TIME_SERIES.1153.ts,latest.TIME_SERIES.1153.value,latest.TIME_SERIES.1152.ts,latest.TIME_SERIES.1152.value,latest.TIME_SERIES.1196.ts,latest.TIME_SERIES.1196.value,latest.TIME_SERIES.1151.ts,latest.TIME_SERIES.1151.value,latest.TIME_SERIES.1150.ts,latest.TIME_SERIES.1150.value,latest.TIME_SERIES.1194.ts,latest.TIME_SERIES.1194.value,latest.TIME_SERIES.Orientation.ts,latest.TIME_SERIES.Orientation.value,latest.TIME_SERIES.1192.ts,latest.TIME_SERIES.1192.value,latest.TIME_SERIES.1107.ts,latest.TIME_SERIES.1107.value,latest.TIME_SERIES.1106.ts,latest.TIME_SERIES.1106.value,latest.TIME_SERIES.1105.ts,latest.TIME_SERIES.1105.value,latest.TIME_SERIES.1104.ts,latest.TIME_SERIES.1104.value,latest.TIME_SERIES.sonic_rssi.ts,latest.TIME_SERIES.sonic_rssi.value,latest.TIME_SERIES.BattEnergy.ts,latest.TIME_SERIES.BattEnergy.value,latest.TIME_SERIES.1103.ts,latest.TIME_SERIES.1103.value,latest.TIME_SERIES.1102.ts,latest.TIME_SERIES.1102.value,latest.TIME_SERIES.1101.ts,latest.TIME_SERIES.1101.value,latest.TIME_SERIES.Gal2day.ts,latest.TIME_SERIES.Gal2day.value,latest.TIME_SERIES.1100.ts,latest.TIME_SERIES.1100.value,latest.TIME_SERIES.ContactReason.ts,latest.TIME_SERIES.ContactReason.value,latest.TIME_SERIES.BattLevel.ts,latest.TIME_SERIES.BattLevel.value,latest.TIME_SERIES.1108.ts,latest.TIME_SERIES.1108.value,latest.TIME_SERIES.Status-1.ts,latest.TIME_SERIES.Status-1.value,latest.TIME_SERIES.varianceRate.ts,latest.TIME_SERIES.varianceRate.value,latest.TIME_SERIES.1120.ts,latest.TIME_SERIES.1120.value,latest.TIME_SERIES.daysInv.ts,latest.TIME_SERIES.daysInv.value,latest.TIME_SERIES.Data0.ts,latest.TIME_SERIES.Data0.value,latest.TIME_SERIES.rawData.ts,latest.TIME_SERIES.rawData.value,latest.TIME_SERIES.amount_to_full.ts,latest.TIME_SERIES.amount_to_full.value,latest.TIME_SERIES.Variance1Day.ts,latest.TIME_SERIES.Variance1Day.value,latest.TIME_SERIES.limit_3.ts,latest.TIME_SERIES.limit_3.value,latest.TIME_SERIES.Gal3day.ts,latest.TIME_SERIES.Gal3day.value,latest.TIME_SERIES.1118.ts,latest.TIME_SERIES.1118.value,latest.TIME_SERIES.limit_2.ts,latest.TIME_SERIES.limit_2.value,latest.TIME_SERIES.1116.ts,latest.TIME_SERIES.1116.value,latest.TIME_SERIES.limit_1.ts,latest.TIME_SERIES.limit_1.value,latest.TIME_SERIES.1115.ts,latest.TIME_SERIES.1115.value,latest.TIME_SERIES.1114.ts,latest.TIME_SERIES.1114.value,latest.TIME_SERIES.1112.ts,latest.TIME_SERIES.1112.value,latest.TIME_SERIES.1111.ts,latest.TIME_SERIES.1111.value,latest.TIME_SERIES.IMSI.ts,latest.TIME_SERIES.IMSI.value,latest.TIME_SERIES.Gal7day.ts,latest.TIME_SERIES.Gal7day.value,latest.TIME_SERIES.NetRSSI.ts,latest.TIME_SERIES.NetRSSI.value,latest.TIME_SERIES.SendAttempts.ts,latest.TIME_SERIES.SendAttempts.value,latest.TIME_SERIES.CSQ.ts,latest.TIME_SERIES.CSQ.value,latest.TIME_SERIES.ControllerStatus.ts,latest.TIME_SERIES.ControllerStatus.value,latest.TIME_SERIES.sonic_result_code.ts,latest.TIME_SERIES.sonic_result_code.value,latest.TIME_SERIES.NewData.ts,latest.TIME_SERIES.NewData.value,latest.TIME_SERIES.IMEI.ts,latest.TIME_SERIES.IMEI.value,latest.TIME_SERIES.FillGal.ts,latest.TIME_SERIES.FillGal.value,latest.TIME_SERIES.RadarFirmware.ts,latest.TIME_SERIES.RadarFirmware.value,latest.TIME_SERIES.1130.ts,latest.TIME_SERIES.1130.value,latest.TIME_SERIES.gsm_rat.ts,latest.TIME_SERIES.gsm_rat.value,latest.TIME_SERIES.gsm_network_roaming_status.ts,latest.TIME_SERIES.gsm_network_roaming_status.value,latest.TIME_SERIES.1128.ts,latest.TIME_SERIES.1128.value,latest.TIME_SERIES.101.ts,latest.TIME_SERIES.101.value,latest.TIME_SERIES.102.ts,latest.TIME_SERIES.102.value,latest.TIME_SERIES.1126.ts,latest.TIME_SERIES.1126.value,latest.TIME_SERIES.Ullage2.ts,latest.TIME_SERIES.Ullage2.value,latest.TIME_SERIES.1124.ts,latest.TIME_SERIES.1124.value,latest.TIME_SERIES.publish.ts,latest.TIME_SERIES.publish.value,latest.TIME_SERIES.1122.ts,latest.TIME_SERIES.1122.value,latest.TIME_SERIES.maxgallons.ts,latest.TIME_SERIES.maxgallons.value,latest.TIME_SERIES.Ullage.ts,latest.TIME_SERIES.Ullage.value,latest.ENTITY_FIELD.name.ts,latest.ENTITY_FIELD.name.value,latest.ENTITY_FIELD.type.ts,latest.ENTITY_FIELD.type.value
True,True,DEVICE,11fe9770-79af-11ef-bdc7-f9c9b5da3899,0,,0,,1727856000000,3.537,0,,1727856000000,n/a,0,,0,,1727856000000,0,1727856000000,3537,1727856000000,60.8,0,,0,,0,,0,,0,,0,,0,,1727856000000,21,0,,0,,0,,0,,0,,1727856000000,10,1727856000000,14443,0,,0,,0,,0,,1727856000000,TLM,1727856000000,34,1727856000000,99,1727856000000,608,0,,0,,0,,0,,1727856000000,13.58265,1727856000000,34.5,0,,0,,1727856000000,false,0,,1727856000000,-13.58265,1727856000000,false,0,,1727856000000,false,0,,0,,0,,0,,0,,0,,1727856000000,-105,1727856000000,3,1727856000000,105,0,,1727856000000,8,1727856000000,1,0,,0,,1727856000000,1.1,0,,1727856000000,LTE NB-IoT,1727856000000,true,0,,0,,0,,1727856000000,0,1727856000000,13.58265,0,,0,,0,,1727856000000,999,1727856000000,13.58265,1727897211074,866088072645698,1727897211074,TEK
True,True,DEVICE,1231cb20-7209-11ef-bdc7-f9c9b5da3899,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211074,0061401-GW,1727897211074,MiradorGateway
True,True,DEVICE,12324f00-5a5d-11ef-91bc-97a507476180,0,,1727856000000,n/a,1727856000000,3.606,0,,1727856000000,254.97318746100706,1727856000000,1.688421800356707,0,,1727856000000,0,1727856000000,3606,1727856000000,69.80000000000001,0,,0,,0,,0,,0,,0,,0,,1727856000000,13,0,,0,,0,,0,,0,,1727856000000,10,1727856000000,1167,0,,0,,0,,1727856000000,1.685,1727856000000,TLM,1727856000000,34,1727856000000,98,1727856000000,698.0000000000001,0,,1727856000000,n/a,0,,1727856000000,n/a,1727856000000,13.110209999999999,1727856000000,33.3,1727856000000,75.02681253899294,1727856000000,n/a,1727856000000,false,1727856000000,1.96,1727856000000,25.88979,1727856000000,false,0,,1727856000000,false,0,,0,,0,,0,,0,,1727856000000,2.7642857142857147,1727856000000,-76,1727856000000,3,1727856000000,76,1727856000000,Online,1727856000000,8,1727856000000,1,0,,1727856000000,0,1727856000000,1.1,0,,1727856000000,LTE NB-IoT,1727856000000,true,0,,0,,0,,1727856000000,0,1727856000000,13.110209999999999,0,,0,,0,,1727856000000,330,1727856000000,13.110209999999999,1727897211074,864259063634262,1727897211074,TEK
True,True,DEVICE,125a2210-7848-11ef-bdc7-f9c9b5da3899,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211075,0044506-GW,1727897211075,MiradorGateway
True,True,DEVICE,12739300-d661-11ee-a08a-af4e179c51e0,1727896889060,11,0,,0,,1727896889060,17.522514,1727896889060,21.96587818232714,1727895389060,4,1727896889060,0,0,,1727896889060,13489,0,,1727896889060,10743,1727896889060,0,1727896889060,0,0,,1727896889060,12286,1727896889060,0,0,,0,,0,,1727896889060,150,1727896889060,16,1727896889060,0,1727896889060,2,0,,0,,1727896889060,0,1727896889060,0,1727896889060,0,1727896889060,6.1,1727896889060,0,0,,0,,1727896889060,0,1727896889060,1,1727896889060,-100,1727896889060,0,1727896889060,n/a,0,,0,,1727896889060,308.0341218176729,0,,0,,1727896889060,4.033333333333333,1727896889060,3.736862,0,,1727896889060,3.736862,0,,0,,1727896889060,44,1727896889060,17.522514,1727896889060,1145,1727896889060,295050915191926,1727896889060,1.3,0,,0,,1727896889060,23,1727896889060,Online,0,,0,,1727896889060,867200061871826,1727896889060,12,0,,1727896889060,0,0,,0,,1727896889060,0,1727896889060,0,1727896889060,0,1727896889060,0,0,,1727896889060,0,1727896889060,0,1727896889060,0,1727896889060,330,0,,1727897211075,1871826-1,1727897211075,Mirador2Lite
True,True,DEVICE,127b5560-ca93-11ee-8d26-8dde86bb897d,1727896829396,100,0,,0,,1727896829396,1.125549,1727896829396,482.05266772000004,1727896829396,7.9,1727896829396,45,0,,1727896829396,13131,0,,1727896829396,1000,1727896829396,1,1727896829396,0,1727896829396,1.125549,1727896829396,0,1727896829396,1,1727896829396,0.11384,0,,1727896829396,0,1727896829396,1800,1727896829396,1800,1727896829396,0,1727896829396,2,0,,0,,1727896829396,0,1727896829396,24,1727896829396,5,1727896829396,5,1727896829396,4,0,,0,,1727896829396,0,0,,1727896829396,0,1727896829396,16.056774,1727896829396,71,0,,0,,1727896829396,67.94733227999996,0,,0,,1727896829396,3.233333333333333,1727896829396,45.562634,0,,1727896829396,47.562634,0,,0,,1727896829396,27,1727896829396,1.125549,1727896829396,1030,0,,1727896829396,2.2142857142857144,0,,0,,0,,1727896829396,Online,0,,0,,0,,1727896829396,0,0,,1727896829396,0,0,,0,,1727896829396,0,1727896829396,1,1727896829396,0,1727896829396,27,0,,1727896829396,27.066261,0,,1727896829396,12.235937,1727896829396,550,0,,1727897211075,7350389-2,1727897211075,Mirador2VSP
True,True,DEVICE,12c2bea0-ca93-11ee-8d26-8dde86bb897d,1727896829396,100,0,,0,,1727896829396,0.957687,1727896829396,430.81487036,1727896829396,4.8,1727896829396,99,0,,1727896829396,12983,0,,1727896829396,360,1727896829396,1,1727896829396,1,1727896829396,0.952117,1727896829396,1,1727896829396,1,1727896829396,0.166011,0,,1727896829396,0,1727896829396,1800,1727896829396,1800,1727896829396,8192,1727896829396,2,0,,0,,1727896829396,0,1727896829396,21,1727896829396,5,1727896829396,5.9,1727896829396,4,0,,0,,1727896829396,0,0,,1727896829396,-100,1727896829396,10.380657,1727896829396,n/a,0,,0,,1727896829396,119.18512964000001,0,,0,,1727896829396,6.266666666666667,1727896829396,40.719742,0,,1727896829396,42.719742,0,,0,,1727896829396,23,1727896829396,0,1727896829396,1076,0,,1727896829396,5.271428571428571,0,,0,,0,,1727896829396,Online,0,,0,,0,,1727896829396,0,0,,1727896829396,0,0,,0,,1727896829396,0,1727896829396,1,1727896829396,1,1727896829396,23,0,,1727896829396,0,0,,1727896829396,22.876869,1727896829396,550,0,,1727897211075,7350389-3,1727897211075,Mirador2VSP
True,True,DEVICE,12c4e440-7c98-11ed-9857-81f573be3068,0,,0,,0,,0,,0,,0,,0,,0,,1727886221512,0,0,,1727886221512,0,0,,1727886221512,0,0,,1727886221512,0,1727886221512,0,0,,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,1727886221512,0,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,0,,1727886221512,0,0,,0,,1727886221512,0,0,,0,,1727886221512,0,0,,0,,0,,0,,0,,0,,0,,1727886221512,0,0,,1727886221512,0,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727886221512,0,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,1727886221512,0,0,,1727886221512,0,0,,1727886221512,0,0,,0,,1727897211075,8737521-3,1727897211075,default
True,True,DEVICE,12c53260-7c98-11ed-9857-81f573be3068,0,,0,,0,,0,,0,,0,,0,,0,,1727886221512,0,0,,1727886221512,0,0,,1727886221512,0,0,,1727886221512,0,1727886221512,0,0,,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,1727886221512,0,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,0,,1727886221512,0,0,,0,,1727886221512,0,0,,0,,1727886221512,0,0,,0,,0,,0,,0,,0,,0,,1727886221512,0,0,,1727886221512,0,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727886221512,0,0,,0,,1727886221512,0,1727886221512,0,1727886221512,0,1727886221512,0,0,,1727886221512,0,0,,1727886221512,0,0,,0,,1727897211075,8737521-2,1727897211075,default
True,True,DEVICE,12ca5f30-072d-11ef-a9f6-c90f2ddade4f,0,,0,,1714507500000,3.514,0,,1714507500000,n/a,0,,0,,0,,1714507500000,3514,1714507500000,105.8,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1714507500000,10,0,,0,,0,,0,,0,,0,,1714507500000,38,1714507500000,100,1714507500000,1058,0,,0,,0,,0,,1714507500000,6.1023499999999995,0,,0,,0,,1714507500000,false,0,,1714507500000,-6.1023499999999995,1714507500000,false,0,,1714507500000,false,0,,0,,0,,0,,0,,0,,0,,0,,1714507500000,112,0,,1714507500000,8,0,,0,,0,,0,,0,,1714507500000,LTE NB-IoT,1714507500000,true,0,,0,,0,,1714507500000,0,1714507500000,6.1023499999999995,0,,0,,0,,1714507500000,999,1714507500000,6.1023499999999995,1727897211075,0864259063692203,1727897211075,TEK
True,True,DEVICE,12d92c40-072d-11ef-a9f6-c90f2ddade4f,0,,1727856000000,-96.26,1727856000000,3.572,0,,1727856000000,321.38457749176393,1727856000000,0,0,,1727856000000,0,1727856000000,3572,1727856000000,64.4,0,,0,,0,,0,,0,,0,,0,,1727856000000,97,0,,0,,0,,0,,0,,1727856000000,2,1727856000000,8669,0,,0,,0,,1727856000000,4.17,1727856000000,TLM,1727856000000,34,1727856000000,95,1727856000000,644,0,,1727856000000,0,0,,1727856000000,21,1727856000000,4.9999899999999995,1727856000000,12.7,1727856000000,8.615422508236065,1727856000000,-100,1727856000000,false,1727856000000,2.6733333333333333,1727856000000,33.00001,1727856000000,false,0,,1727856000000,false,0,,0,,0,,0,,0,,1727856000000,0.5614285714285715,1727856000000,-93,1727856000000,3,1727856000000,93,1727856000000,Online,1727856000000,4,1727856000000,1,0,,1727856000000,0,1727856000000,0.15,0,,1727856000000,LTE CATM1,1727856000000,true,0,,0,,0,,1727856000000,60,1727856000000,4.9999899999999995,0,,0,,0,,1727856000000,330,1727856000000,4.9999899999999995,1727897211075,864259063692203,1727897211075,TEK
True,True,DEVICE,12dc6bc0-54f9-11ef-91bc-97a507476180,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211076,TLM-Gateway,1727897211076,TEK
True,True,DEVICE,12e1b010-279e-11ed-b335-1b21e93a0807,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211076,0006259-GW,1727897211076,MiradorGateway
True,True,DEVICE,1316f920-ca93-11ee-8d26-8dde86bb897d,1727896829396,61,0,,0,,1727896829396,2.738861,1727896829396,526.45198686,1727819429444,18.7,1727896829396,114,0,,1727896829396,13292,0,,1727896829396,1053,1727896829396,1,1727896829396,0,1727896829396,2.777574,1727896829396,0,1727896829396,1,1727896829396,0.454082,0,,1727896829396,0,1727896829396,150,1727896829396,91,1727896829396,0,1727896829396,2,0,,0,,1727896829396,0,1727896829396,0,1727896829396,5,1727896829396,125.15,1727896829396,4,0,,0,,1727896829396,0,0,,1727896829396,0,1727896829396,6.337344,1727896829396,53,0,,0,,1727896829396,23.548013139999966,0,,0,,1727896829396,76.36666666666666,1727896829396,49.759167,0,,1727896829396,45.609333,0,,0,,1727896829396,40,1727896829396,2.738861,1727896829396,1294,0,,1727896829396,23.67142857142857,0,,0,,0,,1727896829396,Online,0,,0,,0,,1727896829396,270.5,0,,1727896829396,0,0,,0,,1727896829396,27.110001,1727896829396,1,1727896829396,0,1727896829396,40,0,,1727896829396,39.877815,0,,1727896829396,45.422382,1727896829396,550,0,,1727897211076,7350389-4,1727897211076,Mirador2VSP
True,True,DEVICE,131fef70-3b05-11ef-a9f6-c90f2ddade4f,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211076,7390708-GW,1727897211076,MiradorGateway
True,True,DEVICE,1347ea40-65cb-11ed-9857-81f573be3068,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211076,9174647-GW,1727897211076,MiradorGateway
True,True,DEVICE,134f8d40-609c-11ef-bdc7-f9c9b5da3899,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1724346431410,732123201710678,0,,0,,0,,1724346431410,14,0,,0,,0,,1724346431410,862636053767347,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211076,3767347,1727897211076,EdgeLight
True,True,DEVICE,13639280-ca93-11ee-8d26-8dde86bb897d,1727896829396,28,0,,0,,1727896829396,0.88485,1727896829396,679.7145875,1727896829396,1.8,1727896829396,100,0,,1727896829396,13443,0,,1727896829396,0,1727896829396,1,1727896829396,0,1727896829396,0.883228,1727896829396,1,1727896829396,1,1727896829396,0.13844,0,,1727896829396,0,1727896829396,150,1727896829396,42,1727896829396,0,1727896829396,2,0,,0,,1727896829396,0,1727896829396,0,1727896829396,5,1727896829396,1.85,1727896829396,4,0,,0,,1727896829396,0,0,,1727896829396,-1,1727896829396,3.586686,1727896829396,457,0,,0,,1727896829396,0,0,,0,,1727896829396,2.033333333333333,1727896829396,54.377167,0,,1727896829396,54.377167,0,,0,,1727896829396,6,1727896829396,0.88485,1727896829396,1025,0,,1727896829396,2.042857142857143,0,,0,,0,,1727896829396,Online,0,,0,,0,,1727896829396,0,0,,1727896829396,0,0,,0,,1727896829396,7,1727896829396,1,1727896829396,1,1727896829396,6,0,,1727896829396,5.946194,0,,1727896829396,5.985929,1727896829396,500,0,,1727897211076,7350389-5,1727897211076,Mirador2VSP
True,True,DEVICE,13bed340-7829-11ef-bdc7-f9c9b5da3899,0,,1727856000000,n/a,1727856000000,3.594,0,,1727856000000,55.84149430000003,1727856000000,0.70984109999997,0,,1727856000000,0,1727856000000,3594,1727856000000,60.8,0,,0,,0,,0,,0,,0,,0,,1727856000000,34,0,,0,,0,,0,,0,,1727856000000,8,1727856000000,1450,0,,0,,0,,1727856000000,0.71,1727856000000,TLM,1727856000000,34,1727856000000,99,1727856000000,608,0,,1727856000000,41,0,,1727856000000,32,1727856000000,45.708569999999995,1727856000000,116.1,1727856000000,244.15850569999998,1727856000000,-59.44,1727856000000,false,1727856000000,0.79,1727856000000,9.291430000000005,1727856000000,false,0,,1727856000000,false,0,,0,,0,,0,,0,,1727856000000,34.511428571428574,1727856000000,-101,1727856000000,3,1727856000000,101,1727856000000,Online,1727856000000,10,1727856000000,1,0,,1727856000000,0,1727856000000,1.1,0,,1727856000000,LTE CATM1,1727856000000,true,0,,0,,0,,1727856000000,7,1727856000000,45.708569999999995,0,,0,,0,,1727856000000,300,1727856000000,45.708569999999995,1727897211076,866088072623752,1727897211076,TEK
True,True,DEVICE,13e1e960-b7ff-11ee-8d26-8dde86bb897d,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211077,8897446-GW,1727897211077,MiradorGateway
True,True,DEVICE,13e83a70-266a-11ef-a9f6-c90f2ddade4f,0,,0,,1717949447442,3.591,0,,1717949447442,n/a,0,,0,,1717949447442,0,1717949447442,3591,1717949447442,32,0,,0,,0,,0,,0,,0,,0,,1717949447442,255,0,,0,,0,,0,,0,,1717949447442,0,1717949447442,1220,0,,0,,0,,0,,0,,1717949447442,34,1717949447442,99,1717949447442,320,0,,0,,0,,0,,1717949447442,0,0,,0,,0,,1717949447442,false,0,,1717949447442,0,1717949447442,false,0,,1717949447442,false,0,,0,,0,,0,,0,,0,,1717949447442,-77,1717949447442,1,1717949447442,77,0,,1717949447442,0,0,,0,,0,,1717949447442,1.1,0,,1717949447442,LTE NB-IoT,1717949447442,true,0,,0,,0,,1717949447442,0,1717949447442,0,0,,0,,0,,1717949447442,999,1717949447442,0,1727897211077,864259063634718,1727897211077,TEK
True,True,DEVICE,13e9f090-50d8-11ed-9857-81f573be3068,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211077,0021639-GW,1727897211077,MiradorGateway
True,True,DEVICE,13f89bc0-c80e-11ec-92e3-ed9cae5ba158,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211077,8737976-GW,1727897211077,MiradorGateway
True,True,DEVICE,14078780-6ed2-11ef-bdc7-f9c9b5da3899,0,,1727856000000,n/a,1727856000000,3.573,0,,1727856000000,485.8392966477931,1727856000000,0,0,,1727856000000,16,1727856000000,3573,1727856000000,55.400000000000006,0,,0,,0,,0,,0,,0,,0,,1727856000000,5,0,,0,,0,,0,,0,,1727856000000,2,1727856000000,3552,0,,0,,0,,1727856000000,0.17,1727856000000,TLM,1727856000000,34,1727856000000,99,1727856000000,554,0,,1727856000000,n/a,0,,1727856000000,n/a,1727856000000,10.118089999999999,1727856000000,25.7,1727856000000,64.1607033522069,1727856000000,n/a,1727856000000,false,1727856000000,0,1727856000000,53.881910000000005,1727856000000,false,0,,1727856000000,false,0,,0,,0,,0,,0,,1727856000000,0.04857142857142858,1727856000000,-97,1727856000000,3,1727856000000,97,1727856000000,Online,1727856000000,8,1727856000000,1,0,,1727856000000,0,1727856000000,1.1,0,,1727856000000,LTE NB-IoT,1727856000000,true,0,,0,,0,,1727856000000,0,1727856000000,10.118089999999999,0,,0,,0,,1727856000000,550,1727856000000,10.118089999999999,1727897211077,866088075514412,1727897211077,TEK
True,True,DEVICE,144c6810-a10a-11ed-a24f-75221674adef,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211077,1870729-GW,1727897211077,MiradorGateway
True,True,DEVICE,14583c50-6cc8-11ee-a863-f3c275beacd1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1727897211077,Node-13,1727897211077,Suspended
