EntityId,pumpUtilValue,Variance7DayValue,BattVoltValue,PumpConstantValue,GallonsValue,Gal1Value,targetAValue,RadarStatusValue,SupplyvoltageoftheCIControllerTimestamp,SupplyvoltageoftheCIControllerValue,SensorTempValue,PeakPumpCurrentValue,PumpTypeValue,PumpCalibrationStatusValue,LastPumpConstantValue,PumpConstantVoltageValue,PumpRelayStateValue,VariableSpeedPumpValue,OrientationValue,TemperatureValue,PumpOperatingCycleTimeValue,PumpOperatingOnTimeValue,ErrorStatusBitValue,MasterVolumeTimebaseFlowValue,SonicRssiValue,BattEnergyValue,MasterVolumeFlowValue,PumpCycletimeValue,PumpOntimeValue,Gal2Value,OperatingModeValue,ContactReasonTimestamp,ContactReasonValue,BattLevelValue,AmbientTemperatureValue,Status1Timestamp,Status1Value,VarianceRateValue,Amountpumpedthis24HrcontractperiodValue,DaysInvValue,AmountToFullValue,Variance1DayValue,Limit3Timestamp,Limit3Value,Gal3Value,TankLevelValue,Limit2Timestamp,Limit2Value,SensorAnalogInputValue,Limit1Timestamp,Limit1Value,TargetInjectionRateSetPointforAutoVolumeModeValue,CurrentPumpConstantValue,AveragePumpCurrentCalculatedValue,ImsiValue,Gal7Value,NetRssiValue,SendAttemptsValue,CSQTimestamp,CSQValue,ControllerStatusTimestamp,ControllerStatusValue,SonicResultCodeValue,NewDataTimestamp,NewDataValue,ImeiValue,FillGalTimestamp,FillGalValue,RadarFirmwareValue,HighTemperatureShutoffPointValue,GsmRatValue,GsmNetworkValue,TargetRatioforAutoTrackModeValue,PumpEnergizeValue,ValveEnergizeValue,TargetInjectionRateValue,ActualInjectionRateValue,PublishTimestamp,PublishValue,Amountpumpedprevious24HrcontractperiodValue,MaxGallonsValue,UllageTimestamp,UllageValue,ENTITYFIELDValue,ENTITYFIELDTs,ENTITYFIELDType
504c2ae0-1ffd-11ee-88ca-bb0d42b66d22,100.0,,,3.166437,310.47905068,19.6,99.0,,2024-10-02 19:21:42.624,11541.0,,1412.0,1.0,1.0,3.223206,1.0,1.0,0.542167,,0.0,1800.0,1800.0,0.0,2.0,,,0.0,63.0,5.0,22.75,4,1970-01-01 00:00:00.000,,,0.0,2024-10-02 19:21:42.624,1.0,0.0,45.061558,16.0,239.52094932,,1970-01-01 00:00:00.000,,24.933333333333334,29.345846,1970-01-01 00:00:00.000,,29.345846,1970-01-01 00:00:00.000,,76.0,3.166437,1218.0,295050915192084.0,27.6,,,2024-10-02 19:21:42.624,10.0,2024-10-02 19:21:42.624,Online,,1970-01-01 00:00:00.000,,867200062703721.0,2024-10-02 19:21:42.624,0.0,,0.0,,,0.0,1,1,76.0,75.994492,2024-10-02 19:21:42.624,0.0,75.399506,550.0,1970-01-01 00:00:00.000,,2703721-1,1727897211220,Mirador2VSP
5059a2c0-49b3-11ef-a9f6-c90f2ddade4f,,,,,,,,,2024-09-18 18:54:43.935,14194.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,0.0,506.0,0.0,,1,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,,0.0,,,,1970-01-01 00:00:00.000,,,19.04,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,0.0,0.0,0.0,732123201710023.0,,,,2024-09-18 18:54:43.935,13.0,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,862636053774897.0,1970-01-01 00:00:00.000,,,,,,0.0,,,0.0,0.0,1970-01-01 00:00:00.000,,0.0,,1970-01-01 00:00:00.000,,3774897,1727897211221,EdgeLight
50785610-5ff3-11ef-bdc7-f9c9b5da3899,,,3.559,,,,,33.0,2024-10-02 08:00:00.000,3559.0,62.6,,,,,,,,6.0,,,,,,4.0,1443.0,,,,,TLM,2024-10-02 08:00:00.000,34.0,98.0,626.0,1970-01-01 00:00:00.000,,,,,,,2024-10-02 08:00:00.000,False,,-5.5118,2024-10-02 08:00:00.000,False,,2024-10-02 08:00:00.000,False,,,,,,-105,3.0,2024-10-02 08:00:00.000,105.0,1970-01-01 00:00:00.000,,9.0,2024-10-02 08:00:00.000,1.0,,1970-01-01 00:00:00.000,,1.1,,LTE NB-IoT,True,,,,0.0,,1970-01-01 00:00:00.000,,,999.0,2024-10-02 08:00:00.000,5.5118,866088072617192,1727897211221,TEK
508aa8f0-e822-11ed-9336-3d1048dc9409,2.0,,,5.07095,261.2464384,10.3,106.0,,2024-10-02 19:11:00.144,13168.0,,0.0,0.0,0.0,,1.0,0.0,,,,1200.0,20.0,0.0,2.0,,,0.0,150.0,20.0,3.45,4,1970-01-01 00:00:00.000,,,0.0,2024-10-02 19:11:00.144,1.0,1.0,1.000125,515.0,288.7535616,,1970-01-01 00:00:00.000,,3.233333333333333,24.69248,1970-01-01 00:00:00.000,,29.041935,1970-01-01 00:00:00.000,,2.0,5.07095,0.0,295050915191882.0,2.5,,,2024-09-25 11:41:00.148,19.0,2024-10-02 19:11:00.144,Online,,1970-01-01 00:00:00.000,,867200060430855.0,2024-10-02 19:11:00.144,7.6,,0.0,,,14.999999,0,1,2.0,2.02838,2024-10-02 19:11:00.144,0.0,2.127692,550.0,1970-01-01 00:00:00.000,,0430855-8,1727897211221,Mirador2Daisy
50996220-6ba5-11ef-bdc7-f9c9b5da3899,,,3.557,,300.49090662869446,0.0,,49.0,2024-09-30 08:00:00.000,3557.0,60.8,,,,,,,,19.0,,,,,,3.0,2313.0,,,,5.85,TLM,2024-09-30 08:00:00.000,34.0,98.0,608.0,1970-01-01 00:00:00.000,,,,,29.50909337130554,,2024-09-30 08:00:00.000,False,0.0,32.2382,2024-09-30 08:00:00.000,False,,2024-09-30 08:00:00.000,False,,,,,0.0,-108,3.0,2024-09-30 08:00:00.000,108.0,2024-09-30 08:00:00.000,Online,9.0,2024-09-30 08:00:00.000,1.0,,2024-09-30 08:00:00.000,0.0,1.1,,LTE NB-IoT,True,,,,0.0,,1970-01-01 00:00:00.000,,,330.0,2024-09-30 08:00:00.000,5.5118,866088072445610,1727897211221,TEK
50b35a90-c795-11ee-8d26-8dde86bb897d,20.0,,,9.401752,386.02897918,9.8,100.0,,2024-10-02 19:12:35.752,11878.0,,0.0,0.0,0.0,,0.0,1.0,,,,150.0,30.0,0.0,2.0,,,1820.0,600.0,300.0,10.2,3,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,-2.0,27.30621,34.0,163.97102081999998,,1970-01-01 00:00:00.000,,10.2,36.486671,1970-01-01 00:00:00.000,,35.312546,1970-01-01 00:00:00.000,,25.0,9.401752,0.0,,42.885714285714286,,,1970-01-01 00:00:00.000,,2024-10-02 19:12:35.752,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:12:35.752,0.0,,0.0,,,0.0252,0,0,45.863998,45.128414,1970-01-01 00:00:00.000,,45.76672,550.0,1970-01-01 00:00:00.000,,1871750-2,1727897211221,Mirador2Daisy
50c36c00-5ff7-11ef-bdc7-f9c9b5da3899,,,3.559,,,,,17.0,2024-09-01 08:00:00.000,3559.0,69.80000000000001,,,,,,,,18.0,,,,,,10.0,1565.0,,,,,TLM,2024-09-01 08:00:00.000,34.0,99.0,698.0000000000001,1970-01-01 00:00:00.000,,,,,,,2024-09-01 08:00:00.000,False,,-24.64562,2024-09-01 08:00:00.000,False,,2024-09-01 08:00:00.000,False,,,,,,-17,3.0,2024-09-01 08:00:00.000,17.0,1970-01-01 00:00:00.000,,8.0,2024-09-01 08:00:00.000,1.0,,1970-01-01 00:00:00.000,,1.1,,2G GSM/EDGE,True,,,,0.0,,1970-01-01 00:00:00.000,,,999.0,2024-09-01 08:00:00.000,24.64562,866088072606518,1727897211222,TEK
50c78ae0-e822-11ed-9336-3d1048dc9409,8.0,,,19.666792,141.47748454,11.7,100.0,,2024-10-02 19:11:00.144,13378.0,,0.0,0.0,0.0,,0.0,0.0,,,,300.0,25.0,0.0,2.0,,,0.0,150.0,100.0,12.05,4,1970-01-01 00:00:00.000,,,0.0,2024-10-02 19:11:00.144,1.0,-2.0,23.773449,14.0,408.52251546,,1970-01-01 00:00:00.000,,11.7,13.372163,1970-01-01 00:00:00.000,,12.578389,1970-01-01 00:00:00.000,,40.0,19.666792,0.0,,11.814285714285717,,,1970-01-01 00:00:00.000,,2024-10-02 19:11:00.144,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:11:00.144,0.0,,0.0,,,14.999999,0,0,40.0,39.333584,1970-01-01 00:00:00.000,,39.900677,550.0,1970-01-01 00:00:00.000,,0430855-9,1727897211222,Mirador2Daisy
50cfa800-7f67-11ef-bdc7-f9c9b5da3899,,,3.566,,,,,0.0,2024-10-02 05:00:00.000,3566.0,64.4,,,,,,,,6.0,,,,,,1.0,4860.0,,,,,TLM,2024-10-02 05:00:00.000,34.0,99.0,644.0,1970-01-01 00:00:00.000,,,,,,,2024-10-02 05:00:00.000,False,,-5.5118,2024-10-02 05:00:00.000,False,,2024-10-02 05:00:00.000,False,,,,,,-107,3.0,2024-10-02 05:00:00.000,107.0,1970-01-01 00:00:00.000,,3.0,2024-10-02 05:00:00.000,1.0,,1970-01-01 00:00:00.000,,1.1,,LTE CATM1,True,,,,0.0,,1970-01-01 00:00:00.000,,,999.0,2024-10-02 05:00:00.000,5.5118,866088072623927,1727897211222,TEK
50dcf2b0-f050-11ec-b335-1b21e93a0807,,,,,,,,,1970-01-01 00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,,,,,1970-01-01 00:00:00.000,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,8729882-GW,1727897211222,MiradorGateway
50f4c620-6000-11ef-bdc7-f9c9b5da3899,,,3.583,,,,,0.0,2024-10-02 08:00:00.000,3583.0,60.8,,,,,,,,1.0,,,,,,1.0,1235.0,,,,,TLM,2024-10-02 08:00:00.000,34.0,98.0,608.0,1970-01-01 00:00:00.000,,,,,,,2024-10-02 08:00:00.000,False,,-5.5118,2024-10-02 08:00:00.000,False,,2024-10-02 08:00:00.000,False,,,,,,-98,3.0,2024-10-02 08:00:00.000,98.0,1970-01-01 00:00:00.000,,3.0,2024-10-02 08:00:00.000,1.0,,1970-01-01 00:00:00.000,,1.1,,LTE CATM1,True,,,,0.0,,1970-01-01 00:00:00.000,,,999.0,2024-10-02 08:00:00.000,5.5118,866088072647660,1727897211222,TEK
5106aab0-c795-11ee-8d26-8dde86bb897d,21.0,,,10.027802,285.13466068,10.4,100.0,,2024-10-02 19:12:35.752,12028.0,,0.0,0.0,0.0,,0.0,0.0,,,,150.0,31.0,0.0,2.0,,,1982.0,600.0,100.0,10.3,3,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,0.0,29.997536,23.0,264.86533932,,1970-01-01 00:00:00.000,,10.5,26.950346,1970-01-01 00:00:00.000,,26.010288,1970-01-01 00:00:00.000,,32.0,10.027802,0.0,,10.271428571428572,,,1970-01-01 00:00:00.000,,2024-10-02 19:12:35.752,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:12:35.752,0.0,,0.0,,,0.0252,0,0,49.9464,49.7379,1970-01-01 00:00:00.000,,49.86396,550.0,1970-01-01 00:00:00.000,,1871750-3,1727897211222,Mirador2Daisy
5116fb20-49ba-11ef-a9f6-c90f2ddade4f,,,,,,,,,1970-01-01 00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,732123201716056.0,,,,2024-07-24 12:48:24.784,19.0,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,862636053767446.0,1970-01-01 00:00:00.000,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,3767446,1727897211222,EdgeLight
51325cc0-090b-11ef-a9f6-c90f2ddade4f,,-64.26,3.585,,225.170083137282,50.5866657917056,,0.0,2024-10-02 08:01:00.000,3585.0,64.4,,,,,,,,17.0,,,,,,2.0,2269.0,,,,4.655,TLM,2024-10-02 08:01:00.000,34.0,94.0,644.0,1970-01-01 00:00:00.000,,843.0,,38.0,104.82991686271802,,2024-10-02 08:01:00.000,False,16.463333333333335,23.19687,2024-10-02 08:01:00.000,False,,2024-10-02 08:01:00.000,False,,,,,2.144285714285714,-99,3.0,2024-10-02 08:01:00.000,99.0,2024-10-02 08:01:00.000,Online,4.0,2024-10-02 08:01:00.000,1.0,,2024-10-02 08:01:00.000,0.0,0.15,,LTE CATM1,True,,,,24.0,,1970-01-01 00:00:00.000,,,330.0,2024-10-02 08:01:00.000,9.80313,864259063686403,1727897211222,TEK
514a3150-36fc-11ef-a9f6-c90f2ddade4f,,-21.86,3.595,,472.9626978531675,0.0,,0.0,2024-10-02 08:00:00.000,3595.0,62.6,,,,,,,,11.0,,,,,,4.0,1222.0,,,,33.855,TLM,2024-10-02 08:00:00.000,34.0,98.0,626.0,1970-01-01 00:00:00.000,,0.0,,82.0,77.03730214683247,-100.0,2024-10-02 08:00:00.000,False,20.256666666666668,52.40947,2024-10-02 08:00:00.000,False,,2024-10-02 08:00:00.000,False,,,,,4.492857142857143,-80,3.0,2024-10-02 08:00:00.000,80.0,2024-10-02 08:00:00.000,Offline,10.0,2024-10-02 08:00:00.000,1.0,,2024-10-02 08:00:00.000,75.39316446320146,1.1,,LTE NB-IoT,True,,,,23.0,,1970-01-01 00:00:00.000,,,550.0,2024-10-02 08:00:00.000,10.59053,864259063609207,1727897211223,TEK
5155ac40-0474-11ed-b335-1b21e93a0807,7.0,,,,134.68347049247973,3.5,101.0,,2024-10-02 19:35:18.912,11968.0,,0.0,,0.0,,0.0,0.0,,,,300.0,20.0,0.0,2.0,,,457.0,600.0,100.0,3.25,3,1970-01-01 00:00:00.000,,,0.0,2024-10-02 19:35:18.912,0.0,2.0,8.085215,39.0,195.31652950752027,,1970-01-01 00:00:00.000,,3.266666666666667,15.353544,1970-01-01 00:00:00.000,,15.893866,1970-01-01 00:00:00.000,,14.7,8.534612,0.0,295050912853806.0,3.4,,,2024-10-02 19:35:18.912,20.0,2024-10-02 19:35:18.912,Online,,1970-01-01 00:00:00.000,,861641048717465.0,2024-10-02 19:35:18.912,0.0,,0.0,,,0.0294,0,0,13.435801,13.65538,2024-10-02 19:35:18.912,0.0,13.515516,330.0,1970-01-01 00:00:00.000,,8717465-1,1727897211223,Mirador2Daisy
515714a0-c795-11ee-8d26-8dde86bb897d,58.0,,,8.541486,155.72794046,25.4,100.0,,2024-10-02 19:12:35.752,12157.0,,0.0,0.0,0.0,,0.0,1.0,,,,150.0,87.0,0.0,2.0,,,4733.0,0.0,0.0,25.6,3,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,0.0,71.411362,5.0,394.27205954,,1970-01-01 00:00:00.000,,25.666666666666668,14.719087,1970-01-01 00:00:00.000,,14.317959,1970-01-01 00:00:00.000,,118.0,8.541486,0.0,,25.61428571428572,,,1970-01-01 00:00:00.000,,2024-10-02 19:12:35.752,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:12:35.752,0.0,,0.0,,,0.0252,0,0,119.271599,118.897484,1970-01-01 00:00:00.000,,119.086716,550.0,1970-01-01 00:00:00.000,,1871750-4,1727897211223,Mirador2Daisy
51574900-29bc-11ef-a9f6-c90f2ddade4f,,,,,,,,,1970-01-01 00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,732123201710362.0,,,,2024-06-13 19:37:06.698,16.0,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,862636053701015.0,1970-01-01 00:00:00.000,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,3701015,1727897211223,EdgeLight
516e6c40-19de-11ef-a9f6-c90f2ddade4f,,-29.63,3.579,,280.4620220797408,5.780682411493615,,0.0,2024-10-02 08:00:00.000,3579.0,64.4,,,,,,,,12.0,,,,,,8.0,9287.0,,,,5.335,TLM,2024-10-02 08:00:00.000,34.0,98.0,644.0,1970-01-01 00:00:00.000,,83.0,,40.0,49.53797792025921,-17.42,2024-10-02 08:00:00.000,False,5.026666666666666,28.35239,2024-10-02 08:00:00.000,False,,2024-10-02 08:00:00.000,False,,,,,4.925714285714285,-71,3.0,2024-10-02 08:00:00.000,71.0,2024-10-02 08:00:00.000,Offline,8.0,2024-10-02 08:00:00.000,1.0,,2024-10-02 08:00:00.000,0.0,1.1,,LTE CATM1,True,,,,28.0,,1970-01-01 00:00:00.000,,,330.0,2024-10-02 08:00:00.000,13.897609999999998,864259063687609,1727897211223,TEK
519a6790-0be3-11ef-a9f6-c90f2ddade4f,,,3.589,,,,,16.0,2024-10-02 08:00:00.000,3589.0,68.0,,,,,,,,17.0,,,,,,10.0,1559.0,,,,,TLM,2024-10-02 08:00:00.000,34.0,96.0,680.0,1970-01-01 00:00:00.000,,,,,,,2024-10-02 08:00:00.000,False,,-17.244059999999998,2024-10-02 08:00:00.000,False,,2024-10-02 08:00:00.000,False,,,,,,-110,3.0,2024-10-02 08:00:00.000,110.0,1970-01-01 00:00:00.000,,8.0,2024-10-02 08:00:00.000,1.0,,1970-01-01 00:00:00.000,,1.1,,LTE CATM1,True,,,,0.0,,1970-01-01 00:00:00.000,,,999.0,2024-10-02 08:00:00.000,17.244059999999998,864259063677782,1727897211224,TEK
51a75780-c795-11ee-8d26-8dde86bb897d,14.0,,,9.361411,138.339848,6.5,100.0,,2024-10-02 19:12:35.752,11946.0,,0.0,0.0,0.0,,1.0,0.0,,,,150.0,21.0,0.0,2.0,,,1276.0,600.0,100.0,7.35,3,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,-2.0,19.204617,18.0,411.660152,,1970-01-01 00:00:00.000,,6.566666666666666,13.0756,1970-01-01 00:00:00.000,,12.654857,1970-01-01 00:00:00.000,,19.200001,9.361411,0.0,,6.4,,,1970-01-01 00:00:00.000,,2024-10-02 19:12:35.752,Offline,,1970-01-01 00:00:00.000,,,2024-10-02 19:12:35.752,0.0,,0.0,,,0.0252,0,1,32.155201,31.45434,1970-01-01 00:00:00.000,,32.187126,550.0,1970-01-01 00:00:00.000,,1871750-5,1727897211224,Mirador2Daisy
51abf3c0-0be3-11ef-a9f6-c90f2ddade4f,,,3.581,,,,,,2024-05-06 20:01:00.000,3581.0,71.6,,,,,,,,,,,,,,3.0,,,,,,,2024-05-06 20:01:00.000,38.0,100.0,716.0,1970-01-01 00:00:00.000,,,,,,,2024-05-06 20:01:00.000,False,,,2024-05-06 20:01:00.000,False,,2024-05-06 20:01:00.000,False,,,,,,,,2024-05-06 20:01:00.000,88.0,1970-01-01 00:00:00.000,,10.0,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,LTE NB-IoT,True,,,,,,1970-01-01 00:00:00.000,,,,2024-05-06 20:01:00.000,4.76377,0864259063677782,1727897211224,TEK
51ad7e10-e822-11ed-9336-3d1048dc9409,1.0,,,12.605583,315.80634518,1.0,102.0,,2024-10-02 19:11:00.144,13248.0,,0.0,0.0,0.0,,1.0,0.0,,,,1800.0,12.0,0.0,2.0,,,0.0,300.0,40.0,0.75,4,1970-01-01 00:00:00.000,,,0.0,2024-10-02 19:11:00.144,1.0,1.0,1.353692,626.0,234.19365482,,1970-01-01 00:00:00.000,,0.7000000000000001,29.849371,1970-01-01 00:00:00.000,,33.217056,1970-01-01 00:00:00.000,,2.0,12.605583,0.0,,0.6857142857142857,,,1970-01-01 00:00:00.000,,2024-10-02 19:11:00.144,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:11:00.144,0.0,,0.0,,,0.0,0,1,2.0,2.016893,1970-01-01 00:00:00.000,,2.031312,550.0,1970-01-01 00:00:00.000,,0430855-10,1727897211224,Mirador2Daisy
51d8bf20-8d51-11ed-9857-81f573be3068,2.0,,,,438.7157287,0.8,100.0,,2024-10-02 17:36:24.408,13203.0,,0.0,,0.0,,1.0,0.0,,,,600.0,13.0,0.0,2.0,,,0.0,100.0,40.0,1.0,4,1970-01-01 00:00:00.000,,,0.0,2024-10-02 17:36:24.408,1.0,1.0,2.406758,434.0,111.2842713,,1970-01-01 00:00:00.000,,1.0333333333333334,41.466515,1970-01-01 00:00:00.000,,49.930573,1970-01-01 00:00:00.000,,4.0,7.778697,0.0,295050913989635.0,26.571428571428573,,,2024-10-02 17:36:24.408,10.0,2024-10-02 17:36:24.408,Online,,1970-01-01 00:00:00.000,,866834049167641.0,2024-10-02 17:36:24.408,0.0,,0.0,,,0.0,0,1,4.0,4.044922,2024-10-02 17:36:24.408,0.0,4.012742,550.0,1970-01-01 00:00:00.000,,9167641-1,1727897211225,Mirador2Daisy
51e05020-41c2-11ee-a863-f3c275beacd1,13.0,,,29.389002,211.77694247270423,17.0,61.0,,2023-09-13 13:28:48.240,12249.0,,11534.0,0.0,0.0,,0.0,0.0,,,,150.0,20.0,0.0,2.0,,,0.0,150.0,20.0,,2,1970-01-01 00:00:00.000,,,0.0,2023-09-13 13:28:48.240,1.0,0.0,19.067511,9.0,,,1970-01-01 00:00:00.000,,,26.797251,1970-01-01 00:00:00.000,,31.092062,1970-01-01 00:00:00.000,,0.0,29.389002,1537.0,295050915192214.0,45.8,,,2023-09-13 13:28:48.240,13.0,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,866834048898766.0,1970-01-01 00:00:00.000,,,0.0,,,0.0,0,0,94.044815,94.044815,2023-09-13 13:28:48.240,0.0,57.280216,335.0,1970-01-01 00:00:00.000,,8898766-1,1727897211225,MiradorArchived
51eca870-3573-11ef-a9f6-c90f2ddade4f,90.0,,,172.185333,614.65920314,0.6,0.0,,2024-10-02 19:18:43.984,14392.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,300.0,270.0,0.0,2.0,,,1.0,300.0,270.0,135.4,1,1970-01-01 00:00:00.000,,,0.0,2024-10-02 19:18:43.984,1.0,-100.0,0.0,,0.0,,1970-01-01 00:00:00.000,,90.16666666666669,58.096333,1970-01-01 00:00:00.000,,59.408531,1970-01-01 00:00:00.000,,840.0,172.185333,0.0,295050915195874.0,4.314285714285714,,,2024-10-02 19:18:43.984,16.0,2024-10-02 19:18:43.984,Online,,1970-01-01 00:00:00.000,,866834047380436.0,2024-10-02 19:18:43.984,271.5,,840.0,,,0.0,0,0,4132.448242,0.0,2024-10-02 19:18:43.984,0.0,0.0,550.0,1970-01-01 00:00:00.000,,7380436-1,1727897211225,Mirador2MiniBatch
51fb9200-c795-11ee-8d26-8dde86bb897d,29.0,,,8.566855,297.06854096,12.1,100.0,,2024-10-02 19:12:35.752,11845.0,,0.0,0.0,0.0,,0.0,0.0,,,,150.0,43.0,0.0,2.0,,,2350.0,600.0,100.0,13.15,3,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,0.0,35.46944,20.0,252.93145904,,1970-01-01 00:00:00.000,,12.833333333333334,28.078312,1970-01-01 00:00:00.000,,27.356014,1970-01-01 00:00:00.000,,46.0,8.566855,0.0,,12.814285714285717,,,1970-01-01 00:00:00.000,,2024-10-02 19:12:35.752,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:12:35.752,0.0,,0.0,,,0.0252,0,0,59.220001,58.93996,1970-01-01 00:00:00.000,,59.246826,550.0,1970-01-01 00:00:00.000,,1871750-6,1727897211225,Mirador2Daisy
51fba1f0-3586-11ef-a9f6-c90f2ddade4f,,-16.13,3.595,,91.29463163,19.861605946,,16.0,2024-10-02 08:00:00.000,3595.0,62.6,,,,,,,,9.0,,,,,,10.0,988.0,,,,18.66,TLM,2024-10-02 08:00:00.000,34.0,98.0,626.0,1970-01-01 00:00:00.000,,99.0,,5.0,208.70536837,-0.69,2024-10-02 08:00:00.000,False,17.533333333333335,16.763849999999998,2024-10-02 08:00:00.000,False,,2024-10-02 08:00:00.000,False,,,,,16.774285714285714,-84,3.0,2024-10-02 08:00:00.000,84.0,2024-10-02 08:00:00.000,Offline,8.0,2024-10-02 08:00:00.000,1.0,,2024-10-02 08:00:00.000,0.0,1.1,,LTE NB-IoT,True,,,,80.0,,1970-01-01 00:00:00.000,,,300.0,2024-10-02 08:00:00.000,35.23615,864259063635897,1727897211225,TEK
520ecd90-8486-11ee-8d26-8dde86bb897d,3.0,,,11.515809,41.89240013668985,2.2,100.0,,2024-10-02 19:24:59.072,13100.0,,5284.0,0.0,0.0,,1.0,0.0,,,,600.0,20.0,0.0,2.0,,,0.0,610.0,15.0,2.3,4,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,2.0,9.263955,18.0,93.10759986331016,,1970-01-01 00:00:00.000,,2.333333333333333,10.130468,1970-01-01 00:00:00.000,,10.400309,1970-01-01 00:00:00.000,,9.0,11.515809,176.0,,2.314285714285714,,,1970-01-01 00:00:00.000,,2024-10-02 19:24:59.072,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:24:59.072,0.0,,0.0,,,0.0,0,1,9.0,9.212648,1970-01-01 00:00:00.000,,8.961189,135.0,1970-01-01 00:00:00.000,,2726292-2,1727897211226,Mirador2Daisy
521e0080-2275-11ee-88ca-bb0d42b66d22,,,,,,,,,1970-01-01 00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,,,,,1970-01-01 00:00:00.000,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,7383620-GW,1727897211226,MiradorGateway
523795d0-5f8f-11ed-9857-81f573be3068,,,,,,,,,1970-01-01 00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,,,,,1970-01-01 00:00:00.000,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,1970-01-01 00:00:00.000,,,,,,,,,,,1970-01-01 00:00:00.000,,,,1970-01-01 00:00:00.000,,0020870-GW,1727897211226,MiradorGateway
5246b0d0-e822-11ed-9336-3d1048dc9409,22.0,,,25.337868,0.92401488,0.1,0.0,,2024-10-02 19:11:00.144,13148.0,,128.0,0.0,0.0,,0.0,0.0,,,,150.0,33.0,32.0,2.0,,,0.0,120.0,100.0,0.05,1,1970-01-01 00:00:00.000,,,0.0,1970-01-01 00:00:00.000,,-100.0,0.0,,549.07598512,,1970-01-01 00:00:00.000,,0.0333333333333333,0.087336,1970-01-01 00:00:00.000,,0.075199,1970-01-01 00:00:00.000,,134.0,0.0,28.0,,0.0,,,1970-01-01 00:00:00.000,,2024-10-02 19:11:00.144,Online,,1970-01-01 00:00:00.000,,,2024-10-02 19:11:00.144,0.0,,0.0,,,0.0,0,0,608.108826,0.0,1970-01-01 00:00:00.000,,0.0,550.0,1970-01-01 00:00:00.000,,0430855-11,1727897211226,Mirador2Daisy
